id,question,options,correct,explanation,subject,chapter,set_name,difficulty,marks,negative_marks,tags,created_by,created_at,updated_at
0d0bf975-8b97-4aec-9b5d-74f375a81ecf,"41. The escape velocity from the Earth is about 11.2 km/s. If Earth's mass doubles and radius remains same, new escape velocity is:","[""A) 11.2 km/s"",""B) 15.8 km/s"",""C) 22.4 km/s"",""D) 7.9 km/s""]",1,"Escape velocity ∝ √mass, so v' = 11.2 × √2 ≈ 15.8 km/s.",CEE,Sets,2,,1,0,[],,2026-06-04 18:21:30.946088+00,2026-06-04 18:21:30.946088+00
0d13d316-a1ac-4d12-98ad-2920bc2c16df,Single-slit diffraction central maximum width:,"[""λ/a"",""2λ/a (between first minima)"",""a/λ"",""λ""]",1,First minima at sin(θ) = ±λ/a.,CEE,Sets,3,,1,0,[],,2026-06-04 18:48:00.516175+00,2026-06-04 18:48:00.516175+00
0d60a7cf-e1d3-4d4b-8ed0-3b3e1649f745,Active transport is:,"[""Formation of ATP"",""Against the gradient using ATP"",""Along gradient without using ATP"",""Against the gradient without using ATP""]",1,Active transport requires energy and occurs against the concentration gradient.,Zoology,Excretory System+Human Diseases and Immunology,1,,1,0,[],,2026-06-02 10:54:38.102906+00,2026-06-02 10:54:38.102906+00
0d69b474-1247-44e9-a0ff-fb5cba3563d8,Bacteriophage T4 (T2) virus injects which type of genetic material into bacteria?,"[""RNA only"",""DNA only"",""Both DNA and RNA"",""Protein""]",1,"The Hershey-Chase experiment (1952) using bacteriophage T2 proved that DNA (not protein) is the genetic material. Radioactive 32P (labeled DNA) was found inside bacteria after infection, while 35S (labeled protein coat) remained outside. T4/T2 phages have double-stranded DNA.",BOTANY,Sets,1,,1,0,[],,2026-06-02 18:29:20.2447+00,2026-06-02 18:29:20.2447+00
0d880c52-e838-4021-aa62-ae93612dbbfd,Intermolecular forces increasing strength:,"[""Ionic < hydrogen bonding"",""Dispersion < dipole-dipole < H-bonding < ion-dipole"",""All equal"",""H-bonding < dispersion""]",1,Dispersion ~2 kJ/mol; dipole-dipole ~10; H-bonding ~20; ion-dipole ~100 kJ/mol.,CEE,Sets,3,,1,0,[],,2026-06-04 18:48:00.516175+00,2026-06-04 18:48:00.516175+00
0d9ec47c-46d3-43fd-83a3-e3453031e542,"Seating A left of B, B left of C, A relative to C:","[""Right"",""Left"",""Same"",""Unknown""]",1,Transitivity: A < B < C → A < C.,CEE,Sets,3,,1,0,[],,2026-06-04 18:48:00.516175+00,2026-06-04 18:48:00.516175+00
0e0bb6e6-069a-4699-a9ab-2098a45b7315,Which element is present in all organic compounds?,"[""A) Hydrogen"",""B) Carbon"",""C) Oxygen"",""D) Nitrogen""]",1,"Carbon is the fundamental element of organic chemistry, forming the backbone of organic molecules.",CEE,Sets,2,,1,0,[],,2026-06-04 18:21:30.946088+00,2026-06-04 18:21:30.946088+00
0e2c210a-4779-4135-92f3-129b13721724,Nitrobenzene on electrolytic reduction in strongly acidic medium gives:,"[""Aniline"",""p-Aminophenol"",""Both"",""None of the above""]",1,Electrolytic reduction of nitrobenzene in acidic medium yields p-aminophenol.,Chemistry,Inorganic,Set-1,Medium,1,0,[],,2026-05-30 10:58:25.118743+00,2026-05-30 10:58:25.118743+00
0e30b231-8904-480e-9861-3b8467b231e2,37. The tendency to lose valence electrons easily by alkali metals makes them:,"[""A) Strong reducing agents"",""B) Weak reducing agents"",""C) Strong oxidising agents"",""D) Weak oxidising agents""]",0,Alkali metals readily lose electrons and act as strong reducing agents.,Chemistry,Periodic Table+Metals & Metallurgy+Hydrogen & its compounds +The Alkali Metals,1,,1,0,[],,2026-05-30 16:36:44.900123+00,2026-05-30 16:36:44.900123+00
0e4e79a2-e13d-4e2a-a13e-5a2309ca6100,11. Alkali metals are good reducing agents because:,"[""A) They are metals"",""B) They are monovalent"",""C) Their ionisation potential is low"",""D) They have small atomic radii""]",2,They lose electrons easily due to low ionization energy.,Chemistry,Inorganic,Set-1,,1,0,[],,2026-05-30 10:57:03.849593+00,2026-05-30 10:57:03.849593+00
0e584d53-5ca7-4098-978d-50a4f20d7851,The average of 5 consecutive even numbers is 16. What is the largest number?,"[""18"",""20"",""22"",""24""]",1,"Let the 5 consecutive even numbers be n-4, n-2, n, n+2, n+4 (where n is middle). Average = n = 16. Numbers: 12, 14, 16, 18, 20. Largest = 20.",MAT,Sets,1,,1,0,[],,2026-06-02 18:29:20.2447+00,2026-06-02 18:29:20.2447+00
0e5a8192-e21c-41ce-91ad-ff5f2c87f893,The probable function of contractile vacuole is to:,"[""Remove excess water"",""Remove salts only"",""Remove undigested food particles"",""Transport""]",0,Contractile vacuoles regulate osmotic balance by expelling excess water.,Zoology,Excretory System+Human Diseases and Immunology,1,,1,0,[],,2026-06-02 10:54:38.102906+00,2026-06-02 10:54:38.102906+00
0e7e73e0-7df4-43fb-a0a7-cdac70e319a8,Synthetic polymer which resembles natural rubber is:,"[""Neoprene"",""Chloroprene"",""Glyptal"",""None of these""]",0,Neoprene is a synthetic rubber with properties similar to natural rubber.,Chemistry,Inorganic,Set-1,,1,0,[],,2026-05-30 10:58:02.420457+00,2026-05-30 10:58:02.420457+00
0e9c55f7-6cb5-444c-a832-f47a4a44fc61,Red lead:,"[""Active form of lead"",""Pb2O3"",""Decomposes into Pb and CO2"",""XeF6 formation""]",1,Red lead is Pb3O4 (mixed oxide).,Chemistry,The Alkali Earth Metals + Boron & Carbon Family,1,,1,0,[],,2026-06-02 17:45:31.055018+00,2026-06-02 17:45:31.055018+00
0ea6af03-4bad-4a3c-9552-ab6f303284e4,Nerve-like modified muscle in right auricle is:,"[""SA node"",""AV node"",""Pacemaker"",""Bulbus arteriosus""]",0,SA node is pacemaker tissue.,Zoology,"Respiratory System, Cardiovascular system and Blood",1,,1,0,[],,2026-06-01 06:50:02.649702+00,2026-06-01 06:50:02.649702+00
0ebcaa5c-c089-4922-ba3d-a1745c6b72dc,Starch is hydrolyzed to maltose by an enzyme:,"[""Lipase"",""Diastase"",""Zymase"",""Invertase""]",1,Diastase converts starch into maltose.,Chemistry,Inorganic,Set-1,Medium,1,0,[],,2026-05-30 10:58:25.118743+00,2026-05-30 10:58:25.118743+00
0ec43346-273b-4bc1-a788-288367cef008,Which of the following coelenteric organisms displays a metagenesis (alternation of polypoid and medusoid generations)?,"[""Hydra"",""Aurelia"",""Obelia"",""Metridium""]",0,"Obelia exhibits metagenesis. The asexual, sessile polyp generation produces free-swimming medusae by budding, which then reproduce sexually to produce planula larvae that settle to form polyps.",CEE,Sets,6,,1,0,[],,2026-06-06 19:54:14.372879+00,2026-06-06 19:54:14.372879+00
0ec684aa-99f8-4029-ae7a-23bcdec582ea,21. A metal never found in free state is:,"[""A) Au"",""B) Ag"",""C) Cu"",""D) Fe""]",3,Iron is highly reactive and occurs in combined form.,Chemistry,Inorganic,Set-1,,1,0,[],,2026-05-30 10:57:03.849593+00,2026-05-30 10:57:03.849593+00
0ed9c9c2-2d11-444c-894f-fa0ffda9c060,Bismarck brown is an example of:,"[""Phthalein dyes"",""Azo dyes"",""Anthraquinone dyes"",""Nitro dyes""]",1,Bismarck brown is a typical azo dye containing the azo (-N=N-) group.,Chemistry,Inorganic,Set-1,,1,0,[],,2026-05-30 10:58:02.420457+00,2026-05-30 10:58:02.420457+00
0edb3fa6-693f-4fd8-9a60-426474a10730,Helotism is master and slave relationship found in:,"[""Cuscuta"",""Nepenthes"",""Dionaea"",""Lichens""]",3,Helotism refers to the lichen association where the fungal partner dominates.,Botany,Special Modes of Nutrition+Plant Diversity,1,,1,0,[],,2026-06-02 10:48:41.470879+00,2026-06-02 10:48:41.470879+00
0ee22494-0cc4-4535-acc1-6d637e3c850f,Which of the following is an example of an homologous organ pair?,"[""Wings of a butterfly and wings of a bird."",""Flipper of a whale and forelimb of a horse."",""Eye of an octopus and eye of a cat."",""Stinger of a honeybee and ovipositor of a wasp.""]",0,"Homologous organs share a common structural plan and evolutionary origin, though they may serve different functions. The forelimbs of whales (flippers) and horses are derived from the same pentadactyl ancestral limb template.",CEE,Sets,6,,1,0,[],,2026-06-06 19:54:14.372879+00,2026-06-06 19:54:14.372879+00
0eed4e99-67d4-45ac-bba7-d2684532601b,38. The largest gland in the human body is:,"[""A) Thyroid"",""B) Liver"",""C) Pancreas"",""D) Adrenal""]",1,The liver is the largest gland and performs multiple functions including detoxification and bile production.,CEE,Sets,2,,1,0,[],,2026-06-04 18:21:30.946088+00,2026-06-04 18:21:30.946088+00
0eedfc34-54a4-43a7-a31b-be087cffa616,"Two concentric spheres carry charges Q and q. When connected by a wire, charge on outer surface of inner sphere becomes:","[""Zero"",""Q-q"",""Q"",""Q+q""]",0,All charge moves to outermost surface.,Physics,Electrostatics,1,,1,0,[],,2026-06-02 04:23:12.641169+00,2026-06-02 04:23:12.641169+00
0eeed9c7-e429-4b32-a750-b9c2c244750c,Proteins give blue colour with:,"[""Benedict's reagent"",""Iodine solution"",""Ninhydrin reagent"",""Biuret""]",3,Proteins give a violet-blue colour in the Biuret test.,Chemistry,Inorganic,Set-1,Medium,1,0,[],,2026-05-30 10:58:19.632107+00,2026-05-30 10:58:19.632107+00
0efd9056-1380-426b-b0e9-d59fc0ec84cb,"3. For the equilibrium 2NO2(g) ⇌ N2O4(g) + 14.6 kcal, increase in temperature would:","[""A) Favour the formation of N2O4"",""B) Not alter the equilibrium"",""C) Favour the decomposition of N2O4"",""D) Stop the reaction""]",2,The forward reaction is exothermic. Increasing temperature favors the reverse reaction.,Chemistry,Chemical and Ionic Equilibrium,1,,1,0,[],,2026-06-02 17:23:02.987607+00,2026-06-02 17:23:02.987607+00
0f0e6912-7890-4377-9096-7260801197a2,Loranthus grows on the trees of:,"[""Sal"",""Mango"",""Teak"",""Ficus""]",1,Loranthus commonly parasitizes mango trees.,Botany,Special Modes of Nutrition+Plant Diversity,1,,1,0,[],,2026-06-02 10:48:41.470879+00,2026-06-02 10:48:41.470879+00
0f1ce8c0-d035-458f-a44a-407796c73694,Which element is vital for electron transport in photosynthesis?,"[""A) Iron"",""B) Calcium"",""C) Manganese"",""D) Copper""]",0,Fe is part of cytochromes and ferredoxin involved in electron transport.,Botany,Sets,3,,1,0,[],,2026-06-04 18:24:10.204772+00,2026-06-04 18:24:10.204772+00
0f1ea94d-e077-4332-813e-45846375d7f8,Germ pore is the area where exine is,"[""Thick"",""Thick and uniform"",""Uniform"",""Absent""]",2,Germ pore is a thin/unthickened area of exine.,Botany,Reproduction in flowering Plants,1,,1,0,[],,2026-06-01 06:28:11.668926+00,2026-06-01 06:28:11.668926+00
0f2d789a-a72c-4850-a493-f642556ee37d,Which plant structure protects the root tip during growth?,"[""A) Root hairs"",""B) Cortex"",""C) Root cap"",""D) Endodermis""]",2,The root cap shields the apical meristem as the root pushes through soil.,Botany,Sets,3,,1,0,[],,2026-06-04 18:24:10.204772+00,2026-06-04 18:24:10.204772+00
0f2f7437-c656-4973-8393-b7bf9cc1e6f0,Addition of a trace of thyroid extract or iodine in water:,"[""Restricts metamorphosis"",""Kills frog's tadpoles"",""Slows down tadpole metamorphosis"",""Accelerates tadpole metamorphosis""]",3,Thyroid hormones stimulate and accelerate amphibian metamorphosis.,Zoology,Reproductive System+Embryonic Development of Animals,1,,1,0,[],,2026-06-02 10:56:57.623937+00,2026-06-02 10:56:57.623937+00
0f722b30-9172-4bca-be7c-0abae4712152,"If total pressure at bottom of a tank is 3 atm, velocity of efflux is","[""20 m/s"",""10√2 m/s"",""10√6 m/s"",""10√5 m/s""]",2,"Pressure head = (3−1) atm. Using v = √(2gh), v = 10√6 m/s.",Physics,Mechanics,3,,1,0,[],,2026-06-02 04:42:44.704525+00,2026-06-02 04:42:44.704525+00
0f73bb17-4f67-41e0-9bdf-cedcd9059215,The basement membrane acts as:,"[""Plasma membrane"",""Plasmalemma"",""Both plasma membrane and plasmalemma"",""None of the above""]",3,Basement membrane is extracellular and not equivalent to plasma membrane.,Zoology,Animal Tissues,1,,1,0,[],,2026-06-01 06:19:06.18143+00,2026-06-01 06:19:06.18143+00
0f9503f5-7f79-4858-9367-729235dbfa0f,The Central Dogma of Molecular Biology states:,"[""DNA → Protein → RNA"",""RNA → DNA → Protein"",""DNA → RNA → Protein"",""Protein → RNA → DNA""]",2,"The Central Dogma (proposed by Francis Crick, 1958) describes the flow of genetic information: DNA is transcribed into mRNA (transcription), which is translated into protein (translation). Reverse transcriptase in retroviruses can flow RNA→DNA. Information cannot generally flow from protein back to nucleic acid.",BOTANY,Sets,1,,1,0,[],,2026-06-02 18:29:20.2447+00,2026-06-02 18:29:20.2447+00
0f994128-f0d8-4acd-b9f3-84f34ac168d7,The inverter is:,"[""NOT gate"",""OR gate"",""AND gate"",""None of the above""]",0,An inverter is another name for a NOT gate.,Physics,Modern physics,3,,1,0,[],,2026-06-01 16:42:52.548894+00,2026-06-01 16:42:52.548894+00
0fa4ca78-dce3-4bdb-83d0-5ebac4cf1de9,The fluid mosaic model of cell membrane was proposed by:,"[""Watson and Crick"",""Singer and Nicolson"",""Schleiden and Schwann"",""Davson and Danielli""]",1,"Singer and Nicolson (1972) proposed the Fluid Mosaic Model describing the cell membrane as a fluid phospholipid bilayer with embedded proteins (both peripheral and integral). The 'mosaic' refers to the protein distribution, and 'fluid' refers to the lateral movement of lipids and proteins.",BOTANY,Sets,1,,1,0,[],,2026-06-02 18:29:20.2447+00,2026-06-02 18:29:20.2447+00
0fb36aa2-9a48-4599-a5ec-6418ae69a941,The cerebellum's primary function is:,"[""Initiating movement"",""Error detection and motor coordination"",""Memory storage"",""Consciousness""]",1,"Cerebellum compares intended vs actual movement, refining motor output.",CEE,Sets,3,,1,0,[],,2026-06-04 18:48:00.516175+00,2026-06-04 18:48:00.516175+00
0ffc0e81-9b78-4559-9688-b346092f7cfb,Xenon forms XeF₂:,"[""Unpaired valence electrons"",""Expands octet using d orbitals"",""Not noble gas"",""F forces loss""]",1,Xe uses 5d orbitals. Highly electronegative F overcome noble gas stability.,CEE,Sets,3,,1,0,[],,2026-06-04 18:48:00.516175+00,2026-06-04 18:48:00.516175+00
1011314b-d521-4cf5-9675-7bf29006ef03,34. Chloride process is used in the extraction of:,"[""A) Cu"",""B) Ag"",""C) Au"",""D) All""]",2,The chloride process is used in gold extraction and refining.,Chemistry,Inorganic,3,,1,0,[],,2026-06-02 17:09:52.391087+00,2026-06-02 17:09:52.391087+00
10169ed3-7810-4fbf-bad8-92d8e9b4f18a,Chemical responsible for increase in BP due to renin action is:,"[""Aldosterone"",""Angiotensinogen"",""Angiotensin I"",""Angiotensin II""]",3,Angiotensin II is a potent vasoconstrictor that increases blood pressure.,Zoology,Excretory System+Human Diseases and Immunology,1,,1,0,[],,2026-06-02 10:54:38.102906+00,2026-06-02 10:54:38.102906+00
10188039-d196-4d2e-b5ae-df296b3d3f77,Spokes are used in bicycle wheels to,"[""Increase friction"",""Decrease friction"",""Increase moment of inertia"",""Increase angular momentum""]",1,They reduce weight and rotational inertia.,Physics,Mechanics,2,,1,0,[],,2026-06-02 04:40:00.163658+00,2026-06-02 04:40:00.163658+00
102b60a4-a496-4c20-a00f-cabad02de498,Thermoregulation and hunger center is:,"[""Hypothalamus"",""Cerebellum"",""Cerebrum"",""Medulla oblongata""]",0,Hypothalamus controls body temperature and appetite.,Zoology,Endocrinology of Mammals,1,,1,0,[],,2026-06-01 06:36:40.276438+00,2026-06-01 06:36:40.276438+00
1035080d-1ff9-4a38-a204-98ae4b07eb70,The iodoform test is positive for:,"[""Primary alcohols only"",""Methyl ketones (CH₃COR) and ethanol (CH₃CH₂OH)"",""All aldehydes"",""Carboxylic acids""]",1,"Iodoform test (I₂/NaOH → CHI₃, yellow precipitate): Positive for (1) methyl ketones (CH₃CO-R); (2) acetaldehyde (CH₃CHO); (3) ethanol (CH₃CH₂OH — oxidized to acetaldehyde in alkaline conditions); (4) secondary alcohols that can be oxidized to methyl ketones. Negative for other ketones and aldehydes. The yellow precipitate of iodoform (CHI₃) with antiseptic smell is the positive indicator. Used to distinguish acetaldehyde from other aldehydes.",CHEMISTRY,Sets,1,,1,0,[],,2026-06-02 18:09:17.092329+00,2026-06-02 18:09:17.092329+00
1051de5b-52e7-4097-adc2-fc01d8add4b7,20. Which of the following Group 14 elements is a metal?,"[""A) Carbon"",""B) Germanium"",""C) Silicon"",""D) Stannum""]",3,Stannum (tin) is a true metal.,Chemistry,"Alkali-metal,Carbon,Boron",1,,1,0,[],,2026-06-02 17:15:14.917009+00,2026-06-02 17:15:14.917009+00
1058394c-93eb-47c5-90af-fa6992b5c93e,"The minimum magnifying power of a telescope is M. If focal length of eyepiece is halved, magnifying power becomes","[""M/2"",""2M"",""3M"",""4M""]",1,Magnification is inversely proportional to eyepiece focal length.,Physics,Optics,1,,1,0,[],,2026-06-02 04:29:53.843001+00,2026-06-02 04:29:53.843001+00
106ef539-1a1d-40ce-8744-0eb5466c86a9,An engine moves on a circular track around an observer at the center. Frequency heard is:,"["">500 Hz"",""<500 Hz"",""500 Hz"",""No sound""]",2,"Radial velocity is zero, so no Doppler shift occurs.",Physics,Waves and sound,1,,1,0,[],,2026-06-02 01:58:56.71808+00,2026-06-02 01:58:56.71808+00
107091ff-a750-49cb-8c90-a7962e6467c4,Hybridization in PCl5,"[""sp3d"",""dsp3"",""dsp2"",""sp3d2""]",0,PCl5 has sp3d hybridization.,Chemistry,Inorganic,4,,1,0,[],,2026-06-02 17:50:06.803031+00,2026-06-02 17:50:06.803031+00
1079468a-23f1-4367-aa0a-9e6abd3ad30d,pH from [H+]:,"[""pH = [H+]"",""pH = -log₁₀[H+]"",""pH = log₁₀[H+]"",""pH independent of [H+]""]",1,pH scale 0-14. pH=7 neutral. pH<7 acidic; pH>7 basic.,CEE,Sets,3,,1,0,[],,2026-06-04 18:48:00.516175+00,2026-06-04 18:48:00.516175+00
107d5783-db22-4a4e-9d4d-b1795026fa1d,What does pulse measure?,"[""Magnitude of heartbeat"",""Force of heartbeat"",""Rhythm of heartbeat"",""Number of heartbeats""]",3,Pulse rate reflects the number of heartbeats per minute.,Zoology,Respiratory+ Cardiovascular System,1,,1,0,[],,2026-06-02 18:07:44.801372+00,2026-06-02 18:07:44.801372+00
109acb6b-fd9d-4b48-9da4-c65cebcb6e43,The cerebellum is primarily responsible for:,"[""Memory and learning"",""Coordination, balance, and fine motor control"",""Regulation of heartbeat"",""Processing of sensory information""]",1,"The cerebellum coordinates voluntary movement, maintains balance and posture, and fine-tunes motor activity. It receives input from the motor cortex, sensory systems, and vestibular system. Damage causes ataxia (uncoordinated movements), not paralysis.",ZOOLOGY,Sets,1,,1,0,[],,2026-06-02 18:29:20.2447+00,2026-06-02 18:29:20.2447+00
10a19f16-7c87-41fd-b8df-9be13e4669d0,10. Chalcogens are:,"[""A) Ore forming"",""B) Salt forming"",""C) Hydroxide forming"",""D) None of the above""]",0,"Group 16 elements are called chalcogens, meaning 'ore-formers'.",Chemistry,Periodic Table+Metals & Metallurgy+Hydrogen & its compounds +The Alkali Metals,1,,1,0,[],,2026-05-30 16:36:44.900123+00,2026-05-30 16:36:44.900123+00
10cb7f66-dba6-4cb8-a607-f279de4fe313,Carbonic anhydrase is found in:,"[""Leucocytes"",""Lymphocytes"",""Erythrocytes"",""Plasma""]",2,Present in RBCs.,Zoology,"Respiratory System, Cardiovascular system and Blood",1,,1,0,[],,2026-06-01 06:50:02.649702+00,2026-06-01 06:50:02.649702+00
10fd90f7-b0dc-4326-94db-2cb26c9f454e,An engine is moving on a circular track of radius 100 m with the speed of 20 m/s. What will be the frequency observed by an observer standing at the centre when the engine blows a whistle of frequency 500 Hz?,"["">500 Hz"",""<500 Hz"",""500 Hz"",""No sound""]",2,"Velocity is tangential, giving zero radial component. No Doppler effect occurs.",Physics,Waves and sound,1,,1,0,[],,2026-06-01 16:55:04.878947+00,2026-06-01 16:55:04.878947+00
10ff7be0-396f-491f-9097-35e7b92181bf,"During blood clotting, thrombin converts fibrinogen to fibrin. Thrombin itself is formed from:","[""Prothrombin by the action of thromboplastin and calcium ions"",""Fibrinogen by factor XIII"",""Heparin by mast cells"",""Plasmin by tissue plasminogen activator""]",0,"Blood clotting cascade: Thromboplastin (Factor III, released from damaged tissue) + Calcium ions (Factor IV) + other clotting factors activate prothrombin (Factor II) → thrombin. Thrombin then converts soluble fibrinogen (Factor I) → insoluble fibrin strands. Factor XIII cross-links fibrin into a stable clot. Heparin is an anticoagulant; plasmin dissolves clots.",ZOOLOGY,Sets,1,,1,0,[],,2026-06-02 18:09:17.092329+00,2026-06-02 18:09:17.092329+00
110f6872-dc86-4369-b71d-f7ea8952a480,The disaccharide present in milk is:,"[""Sucrose"",""Maltose"",""Cellobiose"",""Lactose""]",3,Lactose is known as milk sugar.,Chemistry,Organic,4,,1,0,[],,2026-06-02 17:13:40.016596+00,2026-06-02 17:13:40.016596+00
11230349-5ed5-444e-a9d2-815d23390f9b,An astronomical telescope has an objective of focal length 100 cm and an eyepiece of focal length 5 cm. The magnifying power of the telescope for normal adjustment is:,"[""20"",""105"",""500"",""5""]",0,"For normal adjustment, the magnifying power of an astronomical telescope is m = f_o / f_e. Substituting the given values: m = 100 / 5 = 20.",CEE,Sets,6,,1,0,[],,2026-06-06 19:54:14.372879+00,2026-06-06 19:54:14.372879+00
113048b8-d4ca-42b8-a851-7f6728713af1,14. Alkaline earth metals are:,"[""A) Na and K"",""B) Mg and Ca"",""C) Cu and Ag"",""D) Al and Fe""]",1,Group 2 elements such as Mg and Ca are alkaline earth metals.,Chemistry,Inorganic,Set-1,,1,0,[],,2026-05-30 10:57:09.292008+00,2026-05-30 10:57:09.292008+00
11508a9f-47b4-46a8-af1e-a7961a7c9355,Haemoglobin is a:,"[""Vitamin"",""Skin pigment"",""Carbohydrate"",""Respiratory pigment""]",3,Carries oxygen in blood.,Zoology,"Respiratory System, Cardiovascular system and Blood",1,,1,0,[],,2026-06-01 06:50:02.649702+00,2026-06-01 06:50:02.649702+00
115c397a-7aa5-4819-ad1d-378bf26470d5,36. What forms when boron combines with caustic soda?,"[""A) Formation of oxygen"",""B) Formation of washing soda"",""C) Formation of boron nitride"",""D) Formation of sodium borate""]",3,Boron reacts with NaOH to form sodium borate.,Chemistry,"Alkali-metal,Carbon,Boron",1,,1,0,[],,2026-06-02 17:15:14.917009+00,2026-06-02 17:15:14.917009+00
116b6c9a-6555-4281-9ff5-b1c5cf547bda,Banana plant develops from:,"[""Rhizome"",""Stolon"",""Sucker"",""Seed""]",2,Banana is commonly propagated vegetatively through suckers.,Botany,Morphology and Taxonomy of Angiosperms,1,,1,0,[],,2026-06-02 10:50:42.095692+00,2026-06-02 10:50:42.095692+00
117403ed-d095-44a2-b913-6fdb49bfabad,21. Dielectric strength = 10⁶ V/m. Voltage required to puncture 1 mm thick dielectric:,"[""A) 10⁶ V"",""B) 10³ V"",""C) 10⁹ V"",""D) 2×10⁶ V""]",1,V = Ed = 10⁶ × 10⁻³ = 10³ V.,Physics,Electrostatics,1,,1,0,[],,2026-06-02 17:56:23.468242+00,2026-06-02 17:56:23.468242+00
11751827-c158-432d-8224-f378863475c3,An engine blowing a 1200 Hz horn approaches an observer at 50 m/s. Speed of sound is 350 m/s. Apparent frequency is:,"[""600 Hz"",""1050 Hz"",""1400 Hz"",""2400 Hz""]",2,f'=1200×350/(350−50)=1400 Hz.,Physics,Waves and sound,1,,1,0,[],,2026-06-02 01:58:56.71808+00,2026-06-02 01:58:56.71808+00
11946663-a050-42f7-86ad-745ad91d5e82,8. A proton accelerated through 1 kV gains kinetic energy:,"[""A) 1840 eV"",""B) 1 keV"",""C) 1/1840 keV"",""D) None""]",1,KE = qV = 1000 eV = 1 keV.,Physics,Electrostatics,1,,1,0,[],,2026-06-02 17:56:23.468242+00,2026-06-02 17:56:23.468242+00
11c625c0-5603-4fca-a4a9-d2b982035f65,"A radioactive substance has a half-life of 20 days. After 60 days, the fraction of original substance remaining is:","[""1/4"",""1/8"",""1/6"",""1/3""]",1,"Number of half-lives = total time / t₁/₂ = 60/20 = 3 half-lives. Fraction remaining = (1/2)³ = 1/8. After n half-lives: N = N₀(1/2)ⁿ. After 1 t₁/₂: 50%; after 2: 25%; after 3: 12.5% (= 1/8). Activity also reduces by same fraction. Example: ¹⁴C (t₁/₂ = 5730 yr) used in radiocarbon dating; after 10 half-lives (~57,300 yr), less than 0.1% remains — limiting dating range.",PHYSICS,Sets,1,,1,0,[],,2026-06-02 18:09:17.092329+00,2026-06-02 18:09:17.092329+00
11deca59-01bc-434e-ac8e-269353d3176f,Glycolipids and phospholipids are,"[""Simple lipid"",""Complex lipid"",""Derived lipid"",""Lipoproteins""]",1,They contain additional groups besides fatty acids and alcohol.,Botany,Biomolecules,1,,1,0,[],,2026-06-01 06:14:56.394549+00,2026-06-01 06:14:56.394549+00
11e3fa4d-3a0c-493e-a6a5-ec915be4b35f,Dimension of work is same as,"[""Torque"",""Force"",""Power"",""All""]",0,Both work and torque have dimensions ML²T⁻².,Physics,Mechanics,1,,1,0,[],,2026-06-02 04:37:07.672348+00,2026-06-02 04:37:07.672348+00
11efa995-152a-463f-b746-22c2c571c676,Reaction with no change in valency is,"[""SO2 + H2S → S + H2O"",""2Na + O2 → Na2O2"",""Na2O + H2SO4 → Na2SO4 + H2O"",""4KClO3 → 3KClO4 + KCl""]",2,"This is an acid-base reaction, not redox.",Chemistry,Oxidation and Reduction,1,,1,0,[],,2026-06-02 17:32:20.790042+00,2026-06-02 17:32:20.790042+00
11f486b4-9713-4784-99c6-e1d121f9b197,Colloidal gold is used in the treatment of ______ diseases:,"[""Eye"",""Ear"",""Nose"",""Joint""]",3,Gold preparations have historically been used in rheumatoid joint diseases.,Chemistry,Inorganic,Set-1,Medium,1,0,[],,2026-05-30 10:58:11.313564+00,2026-05-30 10:58:11.313564+00
1203b5b6-b419-4021-9fd9-f23431df3db8,1. The oil used in the floatation method for the purification of ores is:,"[""A) Coconut oil"",""B) Olive oil"",""C) Pine oil"",""D) None of the above""]",2,Pine oil is commonly used as a frothing agent in the froth flotation process.,Chemistry,Inorganic,Set-1,,1,0,[],,2026-05-30 10:57:09.292008+00,2026-05-30 10:57:09.292008+00
1204b7ea-7a0f-4ae1-acc7-70804707e35e,Magnalium is alloy of:,"[""Mg + Zn"",""Mg + Al"",""Cu + Zn"",""Mg + Cu""]",1,Magnalium = Mg + Al.,Chemistry,The Alkali Earth Metals + Boron & Carbon Family,1,,1,0,[],,2026-06-02 17:45:31.055018+00,2026-06-02 17:45:31.055018+00
12092119-b53a-4511-ac7c-e7f3c80add81,The shape of NH3 molecule according to VSEPR theory is:,"[""Trigonal planar"",""Tetrahedral"",""Trigonal pyramidal"",""Linear""]",2,"Nitrogen in NH3 has 4 electron pairs (3 bonding + 1 lone pair). The electron geometry is tetrahedral, but the molecular geometry (shape considering only bond pairs) is trigonal pyramidal. The lone pair causes bond angle compression to ~107° (less than ideal 109.5°).",CHEMISTRY,Sets,1,,1,0,[],,2026-06-02 18:29:20.2447+00,2026-06-02 18:29:20.2447+00
122a7ad9-ba68-4fba-9b04-1ccc2b577228,Which leaves no track in Wilson cloud chamber?,"[""Electrons"",""Protons"",""Alpha particles"",""Neutrons""]",3,"Neutrons are neutral, so no ionization track.",Chemistry,Atomic Structure+Radioactivity and Nuclear Transformation,1,,1,0,[],,2026-06-02 17:41:42.234529+00,2026-06-02 17:41:42.234529+00
12320ae1-a11c-4bf1-a668-e96f62565d82,"A metal ball immersed in alcohol weighs W1 at 0°C and W2 at 50°C. If coefficient of expansion of metal is less than alcohol, then","[""W1>W2"",""W1=W2"",""W1<W2"",""W1=2W2""]",0,"Alcohol density decreases more at higher temperature, increasing buoyancy effect change so W1 > W2.",Physics,Heat  and thermodynamics,1,,1,0,[],,2026-06-01 17:11:59.334331+00,2026-06-01 17:11:59.334331+00
